School Code,School Code Adjusted,School Name,JCPS School Code,School Name Alternate,Display Name,School Zone,Feeder to High School,Network,Great Schools Rating,Great Schools URL,Enrollment,All Grades Enrollment,All Grades Except Preschool Enrollment,Student Teacher Ratio,Grade,Mathematics - All Students Proficient or Distinguished,Mathematics - Economically Disadvantaged Proficient or Distinguished,Mathematics - Non Economically Disadvantaged Proficient or Distinguished,Reading - All Students Proficient or Distinguished,Reading - Economically Disadvantaged Proficient or Distinguished,Reading - Non Economically Disadvantaged Proficient or Distinguished,Total Ready,Teacher Average Years of Experience,Percent of Teachers With 1-3 Years Experience,Percent of Teachers With Less Than 1 Year Experience,Percent of Teachers with 3 Years or Less of Experience,Total Behavior Events,Alcohol,"Assault, 1st Degree",Drugs,Harassment (Includes Bullying),Other Assault or Violence,Other Events Resulting in State Resolutions,Tobacco,Weapons,Percent_Drugs,Percent_Assault,Percent_Total_Behavior,Total Assault Or Weapons,Attendance Rate,Dropout Rate,Students Whose Parents Attended Teacher Conferences,Parents Voted in SBDM Elections,Parents Who Served on SBDM or Committees,Volunteer Hours Contributed by Parents,School Website Link,School Type,Low Grade,High Grade,Title I Status,Contact Name,Address,Address2,PO Box,City,State,Zipcode,Phone,Fax,Latitude,Longitude,KYReportCard URL,Reside,Choice Zone,Universal Magnet Traditional School,Universal Magnet Traditional Program,Geographical Magnet Traditional,Magnet Programs,The Academies of Louisville,The Academies of Louisville Programs,Explore Pathways,Explore Pathways Programs,Specialized School Choices,Universal Academies or Other,Level,GIS Name,Gifted Talented,PTA Membership Percent,Percent Disciplinary Resolutions,Total Discipline Resolutions,Corporal Punishment (SSP5),Restraint (SSP7),Seclusion (SSP8),"Expelled, Not Receiving Services (SSP2)","Expelled, Receiving Services (SSP1)",In-School Removal (INSR) Or In-District Removal (INDR) >=.5,Out-Of-School Suspensions (SSP3),Removal By Hearing Officer (IAES2),Unilateral Removal By School Personnel (IAES1),Start Time,End Time,School Level,Membership,All Grades With Preschool Membership,All Grades Membership,Preschool Membership,Elementary School Membership,Middle School Membership,High School Membership,White %,African American %,Hispanic %,Asian %,Two or More Races %,Economically Disadvantaged %,Parent Satisfaction,Overall Indicator Rating,Overall Indicator Rating - Color
275057,275057,Fairdale High,57,Fairdale High,Fairdale High,Fairdale Zone,Fairdale High,Network 1,1,https://www.greatschools.org/kentucky/louisville/724-Fairdale-High-School-Mca/,1546,1546,1546,16:01,Grade 10,16,14,20,24,23,27,,12.26,9.4,2.1,11.5,464,0,*,59,26,34,427,48,5,3.82,0,30,39,84.6,3.5,348,108,2,100,https://sites.google.com/jefferson.kyschools.us/fairdalehighschool/home,A1,9th,12th,Title 1 Eligible - Schoolwide School,Brandy Corbin,1001 Fairdale Road,,,Fairdale,KY,40118,(502) 485-8248,(502) 485-8761,38.111982,-85.751208,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275057,Yes,No,No,Yes,No,"Civil Services (Law/Government Services, Fire, Police, EMS); Global Services Academy; Heavy Equipment Science; Public Service Academy",Yes,Freshman Academy; Civil Service Academy; Global Service Academy; Public Service Academy,#N/A,,No,Yes,High School,FAIRDALE,6.6,17.2,21.2,328,0,12,0,0,0,190,251,0,4,8:40 a.m.,3:20 p.m.,High School,1420,1420,1420,0,0,0,1420,43,16.8,33.9,3,3,66,80.2,1,Red
275212,275212,Farmer Elementary,212,Farmer Elementary,Farmer Elementary,Jeffersontown Zone,Jeffersontown High,Network 2,7,https://www.greatschools.org/kentucky/louisville/4081-Farmer-Elementary-School/,760,804,760,17:01,Grade 5,50,34,63,63,55,70,63,16.73,4.9,7.3,12.2,9,0,0,0,*,*,5,0,*,0,0,1.1,0,94,,409,108,2,932,https://farmer.jcps-ky.com/,A1,Preschool,5th,Title 1 Eligible - No Program,Melinda Stivers,6405 Gellhaus Ln,,,Louisville,KY,40299,(502) 485-8625,(502) 313-3454,38.151372,-85.546195,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275212,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,20.3,40.5,0.4,3,0,*,0,0,0,*,0,0,0,9:40 a.m.,4:20 p.m.,Elementary School,730,770,730,40,730,0,0,49,20.4,13.6,7.4,9.6,50.1,80.8,4,Green
275049,275049,Farnsley Middle,49,Farnsley Middle,Farnsley Middle,Pleasure Ridge Park Zone,Pleasure Ridge Park High,Network 1,3,https://www.greatschools.org/kentucky/louisville/847-Farnsley-Middle-School/,1042,1042,1042,18:01,Grade 8,20,17,27,27,23,34,,13.58,10.5,5.3,15.8,340,*,0,17,31,13,305,63,11,1.63,1.2,32.6,24,88.7,0,823,27,7,196,https://sites.google.com/jefferson.kyschools.us/farnsleymiddleschool/home,A1,6th,8th,Title 1 Eligible - Schoolwide School,Mrs. Carolyn Smith,3400 Lees Lane,,,Louisville,KY,40216,(502) 485-8242,,38.18472,-85.857808,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275049,Yes,No,No,No,Yes,Mathematics/Science/Technology (MST) Magnet Program,#N/A,,Yes,Business and Communication; Engineering and Design; Healthcare Science,,No,Middle School,FARNSLEY,20.2,6.3,28,292,0,*,0,0,0,174,235,0,*,8:40 a.m.,3:20 p.m.,Middle School,950,950,950,0,0,950,0,38.3,38.4,14.5,2.6,6.1,67.2,63.5,2,Orange
275011,275011,Fern Creek Elementary,11,Fern Creek Elementary,Fern Creek Elementary,Fern Creek Zone,Fern Creek High,Network 2,3,https://www.greatschools.org/kentucky/louisville/705-Fern-Creek-Elementary-School/,836,836,836,18:01,Grade 5,19,16,29,28,23,46,41,13.79,2.6,0,2.6,37,0,0,0,4,7,28,6,*,0,0.8,4.4,7,92.3,,455,125,3,425,N/A,A1,K,5th,Title 1 Eligible - Schoolwide School,Tonya Arnold,8815 Ferndale Rd,,,Louisville,KY,40291,(502) 485-8250,(502) 485-8377,38.156609,-85.595173,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275011,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,11.9,0,1.7,14,0,10,0,0,0,0,5,0,0,9:40 a.m.,4:20 p.m.,Elementary School,755,755,755,0,755,0,0,28.1,30.1,26.5,8.6,6.6,72.5,80.7,2,Orange
275012,275012,Fern Creek High,12,Fern Creek High,Fern Creek High,Fern Creek Zone,Fern Creek High,Network 2,3,https://www.greatschools.org/kentucky/louisville/706-Fern-Creek-Traditional-High-School/,1764,1764,1764,15:01,Grade 10,21,17,34,32,26,47,,11.94,10.1,4.6,14.7,570,0,0,47,47,52,522,79,10,2.66,2.9,32.3,62,86.7,2.4,550,50,4,100,https://sites.google.com/jefferson.kyschools.us/fern-creek-high-school/home,A1,9th,12th,Title 1 Eligible - Schoolwide School,Rebecca Nicolas,9115 Fern Creek Road,,,Louisville,KY,40291,(502) 485-8251,(502) 485-8032,38.156027,-85.592114,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275012,Yes,No,No,No,No,,Yes,"Freshman Academy; Communications Academy; Education, Community, and Service Academy; Engineering, Computer Science, and Skilled Trades Academy",#N/A,,No,No,High School,FERN CREEK,12.4,0,18,317,0,13,0,0,0,130,269,0,*,8:40 a.m.,3:20 p.m.,High School,1552,1552,1552,0,0,0,1552,31.9,35.5,22.6,5.5,4.3,64.5,69.1,2,Orange
275250,275250,Field Elementary,250,Field Elementary,Field Elementary,Waggener Zone,Waggener High,Network 3,6,https://www.greatschools.org/kentucky/louisville/798-Field-Elementary-School/,471,471,471,16:01,Grade 5,41,16,70,47,32,63,77,13.96,4.2,4.2,8.4,9,0,0,0,0,*,7,0,*,0,0,1.9,0,94.2,,316,56,2,139,https://schools.jefferson.kyschools.us/Elementary/Field/index.html,A1,K,5th,Title 1 Eligible - No Program,Deborah Rivera,120 Sacred Heart Ln,,,Louisville,KY,40206,(502) 485-8252,(502) 313-3459,38.25246,-85.677991,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275250,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,19,66.9,1.5,7,0,0,0,0,0,4,3,0,0,9:40 a.m.,4:20 p.m.,Elementary School,443,443,443,0,443,0,0,57.8,18.3,11.3,2.5,10.2,47.3,83.6,4,Green
275270,275270,Foster Traditional Academy,270,Foster Traditional Academy,Foster Traditional Academy,Magnet,Magnet Schools,Magnet,5,https://www.greatschools.org/kentucky/louisville/802-Foster-Traditional-Academy/,494,494,494,13:01,Grade 5,10,8,*,18,17,*,46,12.56,11.1,18.5,29.6,47,0,0,0,8,10,39,*,*,0,2,9.5,10,90.1,,400,2,2,200,https://www.jefferson.kyschools.us/page/foster-traditional-academy,A1,K,5th,Title 1 Eligible - Schoolwide School,Letisha Young,1401 South 41st Street,,,Louisville,KY,40211,(502) 485-8253,(502) 485-8665,38.236927,-85.819899,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275270,No,No,No,No,Yes,Traditional,#N/A,,#N/A,,No,No,Elementary School,FOSTER,12.2,0,6.1,30,0,*,0,0,0,21,16,0,0,8:40 a.m.,3:20 p.m.,Elementary School,452,452,452,0,452,0,0,1.3,93.1,3.8,0.4,1.3,87.9,80.8,1,Red
275290,275290,Frayser Elementary,290,Frayser Elementary,Frayser Elementary,Iroquois Zone,Iroquois High,Network 1,3,https://www.greatschools.org/kentucky/louisville/804-Frayser-Elementary-School/,441,441,441,13:01,Grade 5,*,*,*,*,*,*,25,10.09,13,4.3,17.3,11,0,0,0,0,0,6,5,*,0,0,2.5,0,89.5,,260,0,0,0,https://schools.jefferson.kyschools.us/Elementary/Frayser/,A1,K,5th,Title 1 Eligible - Schoolwide School,Sarah Carmichael-Miller,1230 Larchmont Ave,,,Louisville,KY,40215,(502) 485-8255,(502) 485-8530,38.208506,-85.779777,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275290,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,7.3,0,2.5,11,0,*,0,0,0,8,6,0,0,9:40 a.m.,4:20 p.m.,Elementary School,381,381,381,0,381,0,0,12.6,46.7,32.8,1,6.3,88.7,89.2,2,Orange
275620,275620,Frederick Law Olmsted Academy North,620,Olmstead Academy North,Frederick Law Olmsted Academy North,Iroquois Zone,Iroquois High,Network 1,,,583,583,583,14:01,Grade 8,9,9,*,10,9,19,,8.51,29.7,10.8,40.5,262,0,0,20,66,28,227,17,11,3.43,4.8,44.9,39,85.5,0,74,0,0,20,https://sites.google.com/jefferson.kyschools.us/olmstednorth/home,A1,6th,8th,Title 1 Eligible - Schoolwide School,Gerard Garrett,4530 Bellevue Avenue,,,Louisville,KY,40215,(502) 485-8331,(502) 313-3514,38.187038,-85.774089,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275620,Yes,No,No,No,No,,#N/A,,Yes,Consumer Science; Engineering and Design,,No,Middle School,OLMSTED ACADEMY N/S,17.1,0,42.4,247,0,*,0,0,0,14,245,0,0,8:40 a.m.,3:20 p.m.,Middle School,491,491,491,0,0,491,0,19.3,43.2,26.9,5.1,5.1,78.7,68.3,1,Red
275730,275730,Frederick Law Olmsted Academy South,730,Olmstead Academy South,Frederick Law Olmsted Academy South,Iroquois Zone,Iroquois High,Network 1,,,663,663,663,14:01,Grade 8,11,12,*,17,18,*,,11.21,16.7,4.8,21.5,204,0,*,7,35,20,179,24,11,1.06,0,30.8,31,86.9,0.3,450,0,0,10,https://jeffersoncpsky.sites.thrillshare.com/o/oas,A1,6th,8th,Title 1 Eligible - Schoolwide School,Ms. Synthia Shelby,5650 Southern Pkwy,,,Louisville,KY,40214,(502) 485-8270,(502) 485-8380,38.172172,-85.778692,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275730,Yes,No,No,Yes,No,All Girls School (STEAM),#N/A,,Yes,Business and Communication; Engineering and Design,,No,Middle School,OLMSTED ACADEMY SOUTH,9.9,0,25.8,171,0,5,0,0,0,85,143,0,0,8:40 a.m.,3:20 p.m.,Middle School,574,574,574,0,0,574,0,18.8,50,20.7,5.6,4.5,76,67.8,1,Red
275050,2750501,Georgia Chaffee Teenage Parent Program,50,TAPP,Georgia Chaffee Teenage Parent Program (TAPP),,,,,,2,70,63,3:01,Grade 8,,,,,,,,12.14,4.5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,63.6,,44,N/A,N/A,0,Non-A1 School,A5,Preschool,12th,Title 1 Eligible - Schoolwide School,Dr. DeLena Alexander,1010 Neighborhood Pl,,,Fairdale,KY,40118,(502) 485-8748,(502) 313-3536,38.116049,-85.748735,,No,No,No,No,No,,#N/A,,No,,Yes,No,Middle School,,,,0,0,0,0,0,0,0,0,0,0,0,7:30 a.m.,2:10 p.m.,Middle School,1,58,52,6,0,1,51,0,0,100,0,0,71.4,,,
275050,2750502,Georgia Chaffee Teenage Parent Program,50,TAPP,Georgia Chaffee Teenage Parent Program (TAPP),,,,,,61,70,63,3:01,Grade 10,*,*,,*,*,,,12.14,4.5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,63.6,,44,N/A,N/A,0,Non-A1 School,A5,Preschool,12th,Title 1 Eligible - Schoolwide School,Dr. DeLena Alexander,1010 Neighborhood Pl,,,Fairdale,KY,40118,(502) 485-8748,(502) 313-3536,38.116049,-85.748735,,No,No,No,No,No,,No,,#N/A,,Yes,No,High School,,,,0,0,0,0,0,0,0,0,0,0,0,7:30 a.m.,2:10 p.m.,High School,51,58,52,6,0,1,51,15.7,54.9,17.6,2,7.8,71.4,,,
275050,275050,Georgia Chaffee Teenage Parent Program,50,TAPP,Georgia Chaffee Teenage Parent Program (TAPP),,,,,,70,70,63,3:01,Grade 10,*,*,,*,*,,,12.14,4.5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,63.6,,44,N/A,N/A,0,Non-A1 School,A5,Preschool,12th,Title 1 Eligible - Schoolwide School,Dr. DeLena Alexander,1010 Neighborhood Pl,,,Fairdale,KY,40118,(502) 485-8748,(502) 313-3536,38.116049,-85.748735,,No,No,No,No,No,,No,,No,,Yes,No,All,,,,0,0,0,0,0,0,0,0,0,0,0,7:30 a.m.,2:10 p.m.,All,52,58,52,6,0,1,51,15.4,53.8,19.2,1.9,7.7,71.4,,,
275061,275061,Goldsmith Elementary,61,Goldsmith Elementary,Goldsmith Elementary,Seneca Zone,Seneca High,Network 2,3,https://www.greatschools.org/kentucky/louisville/728-Goldsmith-Elementary-School/,736,736,736,14:01,Grade 5,14,9,37,26,19,53,23,15.23,11.4,0,11.4,19,0,0,0,7,*,13,0,*,0,0,2.6,0,92.4,,183,10,2,200,N/A,A1,K,5th,Title 1 Eligible - Schoolwide School,Mrs. Jessica Carter,3520 Goldsmith Lane,,,Louisville,KY,40220,(502) 485-8258,(502) 485-8977,38.208169,-85.654353,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275061,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,4.8,6.9,1.8,13,0,0,0,0,0,10,3,0,0,9:40 a.m.,4:20 p.m.,Elementary School,663,663,663,0,663,0,0,24.1,24.7,35,10,5.6,76.2,86.8,1,Red
275800,275800,Grace M. James Academy of Excellence,800,"James, Grace, Academy of Excellence",Grace M. James Academy of Excellence,Magnet,Grace M. James Academy of Excellence,Magnet,4,https://www.greatschools.org/kentucky/louisville/5443-Grace-M.-James-Academy-Of-Excellence/,429,429,429,14:01,Grade 8,25,19,40,36,35,37,,9.57,20,0,20,58,0,0,0,12,8,44,*,0,0,1.9,13.5,8,93.5,,201,Non-A1 School,Non-A1 School,Non-A1 School,Non-A1 School,A5,6th,9th,Title 1 Eligible - Schoolwide School,Latonya Frazier-Goatley,1615 West Broadway,,,Louisville,KY,40203,(502) 485-8123,,38.249565,-85.778648,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275800,No,No,Yes,No,No,,No,,No,,No,No,All,GRACE M. JAMES ACADEMY OF EXCELLENCE,35,,12.8,55,0,0,0,0,0,55,*,0,0,7:30 a.m.,2:10 p.m.,All,411,411,411,0,0,322,89,5.6,81.8,3.9,1.2,7.3,57.6,,,
275800,2758002,Grace M. James Academy of Excellence,800,"James, Grace, Academy of Excellence",Grace M. James Academy of Excellence,Magnet,Grace M. James Academy of Excellence,Magnet,4,https://www.greatschools.org/kentucky/louisville/5443-Grace-M.-James-Academy-Of-Excellence/,92,429,429,14:01,Grade 8,25,19,40,36,35,37,,9.57,20,0,20,58,0,0,0,12,8,44,*,0,0,1.9,13.5,8,93.5,,201,Non-A1 School,Non-A1 School,Non-A1 School,Non-A1 School,A5,6th,9th,Title 1 Eligible - Schoolwide School,Latonya Frazier-Goatley,1615 West Broadway,,,Louisville,KY,40203,(502) 485-8123,,38.249565,-85.778648,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275800,No,No,Yes,No,No,Health Science; Engineering and Design; Data Science,No,,#N/A,,No,No,High School,GRACE M. JAMES ACADEMY OF EXCELLENCE,35,,12.8,55,0,0,0,0,0,55,*,0,0,7:30 a.m.,2:10 p.m.,High School,89,411,411,0,0,322,89,2.2,88.8,0,1.1,7.9,57.6,,,
275800,2758001,Grace M. James Academy of Excellence,800,"James, Grace, Academy of Excellence",Grace M. James Academy of Excellence,Magnet,Magnet,Magnet,4,https://www.greatschools.org/kentucky/louisville/5443-Grace-M.-James-Academy-Of-Excellence/,337,429,429,14:01,Grade 8,25,19,40,36,35,37,,9.57,20,0,20,58,0,0,0,12,8,44,*,0,0,1.9,13.5,8,93.5,,201,Non-A1 School,Non-A1 School,Non-A1 School,Non-A1 School,A5,6th,9th,Title 1 Eligible - Schoolwide School,Latonya Frazier-Goatley,1615 West Broadway,,,Louisville,KY,40203,(502) 485-8123,,38.249565,-85.778648,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275800,No,No,Yes,No,No,All Girls School (STEAM),#N/A,,Yes,Business and Communication; Engineering and Design; Healthcare Science,No,No,Middle School,GRACE M. JAMES ACADEMY OF EXCELLENCE,35,,12.8,55,0,0,0,0,0,55,*,0,0,7:30 a.m.,2:10 p.m.,Middle School,322,411,411,0,0,322,89,6.5,79.8,5,1.2,7.1,57.6,,,
275013,275013,Greathouse/Shryock Traditional,13,Greathouse/Shryock Traditional Elementary,Greathouse/Shryock Traditional Elementary,Magnet,Magnet Schools,Magnet,10,https://www.greatschools.org/kentucky/louisville/707-Greathouse-Shryock-Traditional/,607,607,607,17:01,Grade 4,78,48,91,78,52,89,94,13.77,0,3.2,3.2,14,0,0,*,*,0,10,0,*,0,0,2.3,0,95.4,,351,221,2,1109,https://sites.google.com/jefferson.kyschools.us/greathouseshryocktraditional,A1,K,5th,Not a Title 1 School,Ms. Kimberly Slusher,2700 Browns Lane,,,Louisville,KY,40220,(502) 485-8259,(502) 485-8768,38.225977,-85.622397,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275013,No,No,No,No,Yes,Traditional,#N/A,,#N/A,,No,No,Elementary School,GREATHOUSE,17.7,65.9,1.6,10,0,3,0,0,0,7,4,0,0,8:40 a.m.,3:20 p.m.,Elementary School,581,581,581,0,581,0,0,33.9,16.7,3.1,39.6,6.7,29.8,78.6,5,Blue
275014,275014,Greenwood Elementary,14,Greenwood Elementary,Greenwood Elementary,Pleasure Ridge Park Zone,Pleasure Ridge Park High,Network 1,2,https://www.greatschools.org/kentucky/louisville/708-Greenwood-Elementary-School/,506,506,506,16:01,Grade 5,16,*,41,22,17,41,32,11.09,4.3,4.3,8.6,32,0,0,0,0,*,30,0,*,0,0,6.3,0,91.3,,305,5,2,300,https://schools.jefferson.kyschools.us/schools/profiles/greenwood,A1,K,5th,Title 1 Eligible - Schoolwide School,Joy Billops,5801 Greenwood Road,,,Louisville,KY,40258,(502) 485-8260,(502) 313-3467,38.145253,-85.861105,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275014,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,16.3,26.7,4,20,0,*,0,0,0,4,18,0,0,9:40 a.m.,4:20 p.m.,Elementary School,461,461,461,0,461,0,0,44,32.8,14.1,0.9,8,80.8,71.1,1,Red
275115,275115,Gutermuth Elementary,115,Gutermuth Elementary,Gutermuth Elementary,Iroquois Zone,Iroquois High,Network 1,4,https://www.greatschools.org/kentucky/louisville/765-Gutermuth-Elementary-School/,487,487,487,14:01,Grade 5,17,17,*,27,26,*,37,10.27,23.1,0,23.1,35,0,0,0,5,0,32,*,*,0,0,7.2,0,90.5,,262,6,1,30,N/A,A1,K,5th,Title 1 Eligible - Schoolwide School,Mrs. Heather Scott,1500 Sanders Lane,,,Louisville,KY,40216,(502) 485-8261,(502) 485-8379,38.177797,-85.807919,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275115,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,4,0,2.1,10,0,*,0,0,0,4,8,0,0,7:30 a.m.,2:10 p.m.,Elementary School,446,446,446,0,446,0,0,19.5,37,27.1,10.8,5.6,81.7,88.7,2,Orange
275121,275121,Hartstern Elementary,121,Hartstern Elementary,Hartstern Elementary,Moore Zone,Marion C. Moore School,Network 2,3,https://www.greatschools.org/kentucky/louisville/769-Hartstern-Elementary-School/,688,688,688,16:01,Grade 5,19,17,*,20,16,33,35,11.11,7.1,10.7,17.8,32,*,0,0,*,9,24,0,*,0,1.3,4.7,9,90.8,,252,125,2,560,https://www.jefferson.kyschools.us/o/hartstern,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,LaQuetta Carter,5200 Morningside Way,,,Louisville,KY,40219,(502) 485-8262,(502) 485-8470,38.141284,-85.666465,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275121,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,3.9,11.8,3.3,23,0,5,0,0,0,6,18,0,0,9:40 a.m.,4:20 p.m.,Elementary School,588,588,588,0,588,0,0,18.5,31,39.6,6.6,4.1,71.7,70.3,2,Orange
275048,275048,Hawthorne Elementary,48,Hawthorne Elementary,Hawthorne Elementary,Magnet,Magnet Schools,Magnet,5,https://www.greatschools.org/kentucky/louisville/721-Hawthorne-Elementary-School/,420,464,420,12:01,Grade 5,46,24,63,68,44,88,63,14.68,8,0,8,4,0,0,0,0,0,4,0,0,0,0,0.9,0,94.7,,215,2,2,30,https://sites.google.com/jefferson.kyschools.us/hawthorne-elementary/home,A1,Preschool,5th,Title 1 Eligible - No Program,Mrs. Rebecca Haynes,2301 Clarendon Ave,,,Louisville,KY,40205,(502) 485-8263,(502) 485-8358,38.218073,-85.671559,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275048,No,No,Yes,No,No,Dual Language Spanish Immersion,#N/A,,#N/A,,No,No,Elementary School,,21.4,6.9,0,*,0,*,0,0,0,0,0,0,0,8:40 a.m.,3:20 p.m.,Elementary School,401,441,401,40,401,0,0,46.4,13.7,32.7,1.5,5.7,45.3,85.2,4,Green
275300,275300,Hazelwood Elementary,300,Hazelwood Elementary,Hazelwood Elementary,Iroquois Zone,Iroquois High,Network 1,3,https://www.greatschools.org/kentucky/louisville/805-Hazelwood-Elementary-School/,505,659,505,12:01,Grade 5,28,30,*,23,25,*,40,6.72,20.7,13.8,34.5,31,0,0,0,4,10,21,0,0,0,1.5,4.7,10,91.5,,150,20,0,5,https://sites.google.com/d/1FhyVqMeWjbte1qxNJ2h089FxFDlyk684/p/1tPEJtPQpSyqLiXu43eYVdf9fwlw442z7/edit,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,Courtney Grace,1325 Bluegrass Avenue,,,Louisville,KY,40215,(502) 485-8264,(502) 485-8965,38.180504,-85.785933,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275300,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,4.3,0,2.9,19,0,*,0,0,0,0,19,0,0,9:40 a.m.,4:20 p.m.,Elementary School,444,584,444,140,444,0,0,16.2,37.2,32.9,5.9,7.9,87.3,90.4,2,Orange
275320,275320,Highland Middle,320,Highland Middle,Highland Middle,Atherton Zone,Atherton High,Network 3,2,https://www.greatschools.org/kentucky/louisville/806-Highland--Middle-School/,777,777,777,14:01,Grade 8,24,15,41,29,16,56,,11.69,14.3,4.1,18.4,198,0,0,23,35,16,179,27,8,2.96,2.1,25.5,24,89,0.2,251,77,4,8,https://www.jefferson.kyschools.us/page/highland-middle,A1,6th,8th,Title 1 Eligible - Schoolwide School,Vanessa Green,1700 Norris Place,,,Louisville,KY,40205,(502) 485-8266,(502) 485-8831,38.223359,-85.706544,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275320,Yes,No,No,Yes,No,Fine Arts Magnet,#N/A,,Yes,Consumer Science; Engineering and Design,,No,Middle School,HIGHLAND,19.8,13.8,21.2,165,0,4,0,0,0,112,121,0,3,8:40 a.m.,3:20 p.m.,Middle School,696,696,696,0,0,696,0,45,29.6,14.1,3.2,8.2,64.4,66.8,2,Orange
275095,275095,Hite Elementary,95,Hite Elementary,Hite Elementary,Eastern Zone,Eastern High,Network 3,6,https://www.greatschools.org/kentucky/middletown/753-Hite-Elementary-School/,536,536,536,17:01,Grade 5,40,26,55,49,38,61,73,13.19,7.7,0,7.7,9,0,0,0,0,*,8,0,*,0,0,1.7,0,95,,269,50,2,1300,https://www.jefferson.kyschools.us/page/hite-elementary,A1,K,5th,Title 1 Eligible - No Program,Sheridan Barnett,12408 Old Shelbyville Road,,,Middletown,KY,40243,(502) 485-8267,,38.238213,-85.524223,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275095,Yes,No,No,No,No,,#N/A,,#N/A,,No,No,Elementary School,,8,41.6,1.5,8,0,*,0,0,0,6,4,0,0,7:30 a.m.,2:10 p.m.,Elementary School,489,489,489,0,489,0,0,58.9,13.1,11.5,9.8,6.5,37.9,70.8,3,Yellow
275406,275406,Hudson Middle,406,Dr. J Blaine Hudson Middle School,Hudson Middle,,,,,,309,309,309,12:01,Grade 6,*,*,*,8,8,*,,9.78,22.2,7.4,29.6,181,*,0,8,32,19,176,10,4,2.59,6.1,58.6,23,86.1,,122,0,0,0,https://sites.google.com/jefferson.kyschools.us/wlms/home?authuser=0,A1,6th,6th,Title 1 Eligible - Schoolwide School,Jeronda Majors,3526 West Muhammad Ali Boulevard,,,Louisville,KY,40212,(502) 485-8187,,38.239307,-85.782329,,Yes,Yes,No,No,No,,#N/A,,Yes,Consumer Science; Engineering and Design; Public Service,,No,Middle School,,4.8,51.8,50.8,157,0,3,0,0,0,122,124,0,0,8:40 a.m.,3:20 p.m.,Middle School,271,271,271,0,0,271,0,4.1,90,2.6,0.4,3,91.3,70.8,1,Red
275076,275076,Indian Trail Elementary,76,Indian Trail Elementary,Indian Trail Elementary,Seneca Zone,Seneca High,Network 2,3,https://www.greatschools.org/kentucky/louisville/738-Indian-Trail-Elementary-School/,716,716,716,19:01,Grade 5,14,*,25,18,15,33,38,10.93,17.9,0,17.9,68,0,0,*,17,17,49,*,4,0,2.4,9.5,21,91.1,,255,46,2,67,NA,A1,K,5th,Title 1 Eligible - Schoolwide School,Joseph Wood,3709 E Indian Tr,,,Louisville,KY,40213,(502) 485-8268,(502) 485-8477,38.171026,-85.690741,https://reportcard.kyschools.us/kysrc?organization=20232024:275:275076,Yes,No,No,No,Yes,MicroSociety,#N/A,,#N/A,,No,No,Elementary School,,4.4,3.6,5.6,40,0,9,0,0,0,13,32,0,0,9:40 a.m.,4:20 p.m.,Elementary School,642,642,642,0,642,0,0,11.2,42.2,40.7,1.2,4.5,75.1,77.7,1,Red
